date,day,rank,title,chain,shows,chain_shows,show_share,screens,chain_screens,screen_share
2024-09-05,29,1,"안녕, 할부지",씨네Q,41,168,0.244,14,90,0.156
2024-09-05,29,1,"안녕, 할부지",기타,99,655,0.151,67,522,0.128
2024-09-05,29,1,"안녕, 할부지",전체,2723,15714,0.173,906,7558,0.12
2024-09-05,29,2,에이리언: 로물루스,CGV,1002,6999,0.143,296,3290,0.09
2024-09-05,29,2,에이리언: 로물루스,롯데시네마,755,3995,0.189,236,1940,0.122
2024-09-05,29,2,에이리언: 로물루스,메가박스,578,3897,0.148,188,1716,0.11
2024-09-05,29,2,에이리언: 로물루스,씨네Q,29,168,0.173,10,90,0.111
2024-09-05,29,2,에이리언: 로물루스,기타,46,655,0.07,34,522,0.065
2024-09-05,29,2,에이리언: 로물루스,전체,2410,15714,0.153,764,7558,0.101
2024-09-05,29,3,비틀쥬스 비틀쥬스,CGV,900,6999,0.129,337,3290,0.102
2024-09-05,29,3,비틀쥬스 비틀쥬스,롯데시네마,473,3995,0.118,162,1940,0.084
2024-09-05,29,3,비틀쥬스 비틀쥬스,메가박스,513,3897,0.132,177,1716,0.103
2024-09-05,29,3,비틀쥬스 비틀쥬스,씨네Q,20,168,0.119,12,90,0.133
2024-09-05,29,3,비틀쥬스 비틀쥬스,기타,71,655,0.108,52,522,0.1
2024-09-05,29,3,비틀쥬스 비틀쥬스,전체,1977,15714,0.126,740,7558,0.098
2024-09-05,29,4,파일럿,CGV,613,6999,0.088,272,3290,0.083
2024-09-05,29,4,파일럿,롯데시네마,540,3995,0.135,187,1940,0.096
2024-09-05,29,4,파일럿,메가박스,344,3897,0.088,164,1716,0.096
2024-09-05,29,4,파일럿,씨네Q,20,168,0.119,10,90,0.111
2024-09-05,29,4,파일럿,기타,72,655,0.11,55,522,0.105
2024-09-05,29,4,파일럿,전체,1589,15714,0.101,688,7558,0.091
2024-09-05,29,5,룩백,CGV,0,6999,0.0,0,3290,0.0
2024-09-05,29,5,룩백,롯데시네마,0,3995,0.0,0,1940,0.0
2024-09-05,29,5,룩백,메가박스,910,3897,0.234,183,1716,0.107
2024-09-05,29,5,룩백,씨네Q,0,168,0.0,0,90,0.0
2024-09-05,29,5,룩백,기타,6,655,0.009,1,522,0.002
2024-09-05,29,5,룩백,전체,916,15714,0.058,184,7558,0.024
2024-09-06,30,1,"안녕, 할부지",CGV,1232,6986,0.176,338,3278,0.103
2024-09-06,30,1,"안녕, 할부지",롯데시네마,838,4361,0.192,258,2042,0.126
2024-09-06,30,1,"안녕, 할부지",메가박스,593,4172,0.142,205,1828,0.112
2024-09-06,30,1,"안녕, 할부지",씨네Q,43,205,0.21,14,97,0.144
2024-09-06,30,1,"안녕, 할부지",기타,104,697,0.149,63,538,0.117
2024-09-06,30,1,"안녕, 할부지",전체,2810,16421,0.171,878,7783,0.113
2024-09-06,30,2,에이리언: 로물루스,CGV,1102,6986,0.158,320,3278,0.098
2024-09-06,30,2,에이리언: 로물루스,롯데시네마,861,4361,0.197,254,2042,0.124
2024-09-06,30,2,에이리언: 로물루스,메가박스,664,4172,0.159,195,1828,0.107
2024-09-06,30,2,에이리언: 로물루스,씨네Q,40,205,0.195,10,97,0.103
2024-09-06,30,2,에이리언: 로물루스,기타,60,697,0.086,41,538,0.076
2024-09-06,30,2,에이리언: 로물루스,전체,2727,16421,0.166,820,7783,0.105
2024-09-06,30,3,비틀쥬스 비틀쥬스,CGV,813,6986,0.116,332,3278,0.101
2024-09-06,30,3,비틀쥬스 비틀쥬스,롯데시네마,573,4361,0.131,181,2042,0.089
2024-09-06,30,3,비틀쥬스 비틀쥬스,메가박스,465,4172,0.111,166,1828,0.091
2024-09-06,30,3,비틀쥬스 비틀쥬스,씨네Q,27,205,0.132,11,97,0.113
2024-09-06,30,3,비틀쥬스 비틀쥬스,기타,86,697,0.123,57,538,0.106
2024-09-06,30,3,비틀쥬스 비틀쥬스,전체,1964,16421,0.12,747,7783,0.096
2024-09-06,30,4,파일럿,CGV,665,6986,0.095,293,3278,0.089
2024-09-06,30,4,파일럿,롯데시네마,570,4361,0.131,194,2042,0.095
2024-09-06,30,4,파일럿,메가박스,364,4172,0.087,165,1828,0.09
2024-09-06,30,4,파일럿,씨네Q,23,205,0.112,10,97,0.103
2024-09-06,30,4,파일럿,기타,76,697,0.109,57,538,0.106
2024-09-06,30,4,파일럿,전체,1698,16421,0.103,719,7783,0.092
2024-09-06,30,5,룩백,CGV,0,6986,0.0,0,3278,0.0
2024-09-06,30,5,룩백,롯데시네마,0,4361,0.0,0,2042,0.0
2024-09-06,30,5,룩백,메가박스,916,4172,0.22,187,1828,0.102
2024-09-06,30,5,룩백,씨네Q,0,205,0.0,0,97,0.0
2024-09-06,30,5,룩백,기타,6,697,0.009,1,538,0.002
2024-09-06,30,5,룩백,전체,922,16421,0.056,188,7783,0.024
2024-09-07,31,1,"안녕, 할부지",CGV,1287,7983,0.161,318,3670,0.087
2024-09-07,31,1,"안녕, 할부지",롯데시네마,1018,5204,0.196,256,2178,0.118
2024-09-07,31,1,"안녕, 할부지",메가박스,730,4937,0.148,195,2052,0.095
2024-09-07,31,1,"안녕, 할부지",씨네Q,52,250,0.208,18,119,0.151
2024-09-07,31,1,"안녕, 할부지",기타,139,927,0.15,76,681,0.112
2024-09-07,31,1,"안녕, 할부지",전체,3226,19301,0.167,863,8700,0.099
2024-09-07,31,2,에이리언: 로물루스,CGV,1165,7983,0.146,328,3670,0.089
2024-09-07,31,2,에이리언: 로물루스,롯데시네마,987,5204,0.19,263,2178,0.121
2024-09-07,31,2,에이리언: 로물루스,메가박스,766,4937,0.155,209,2052,0.102
2024-09-07,31,2,에이리언: 로물루스,씨네Q,45,250,0.18,13,119,0.109
2024-09-07,31,2,에이리언: 로물루스,기타,76,927,0.082,48,681,0.07
2024-09-07,31,2,에이리언: 로물루스,전체,3039,19301,0.157,861,8700,0.099
2024-09-07,31,3,비틀쥬스 비틀쥬스,CGV,824,7983,0.103,334,3670,0.091
2024-09-07,31,3,비틀쥬스 비틀쥬스,롯데시네마,563,5204,0.108,173,2178,0.079
2024-09-07,31,3,비틀쥬스 비틀쥬스,메가박스,499,4937,0.101,175,2052,0.085
2024-09-07,31,3,비틀쥬스 비틀쥬스,씨네Q,25,250,0.1,11,119,0.092
2024-09-07,31,3,비틀쥬스 비틀쥬스,기타,122,927,0.132,69,681,0.101
2024-09-07,31,3,비틀쥬스 비틀쥬스,전체,2033,19301,0.105,762,8700,0.088
2024-09-07,31,4,파일럿,CGV,707,7983,0.089,317,3670,0.086
2024-09-07,31,4,파일럿,롯데시네마,722,5204,0.139,185,2178,0.085
2024-09-07,31,4,파일럿,메가박스,418,4937,0.085,176,2052,0.086
2024-09-07,31,4,파일럿,씨네Q,35,250,0.14,13,119,0.109
2024-09-07,31,4,파일럿,기타,96,927,0.104,70,681,0.103
2024-09-07,31,4,파일럿,전체,1978,19301,0.102,761,8700,0.087
2024-09-07,31,5,사랑의 하츄핑,CGV,503,7983,0.063,269,3670,0.073
2024-09-07,31,5,사랑의 하츄핑,롯데시네마,355,5204,0.068,172,2178,0.079
2024-09-07,31,5,사랑의 하츄핑,메가박스,224,4937,0.045,128,2052,0.062
2024-09-07,31,5,사랑의 하츄핑,씨네Q,19,250,0.076,13,119,0.109
2024-09-07,31,5,사랑의 하츄핑,기타,65,927,0.07,51,681,0.075
2024-09-07,31,5,사랑의 하츄핑,전체,1166,19301,0.06,633,8700,0.073
2024-09-08,32,1,"안녕, 할부지",CGV,1184,7551,0.157,318,3519,0.09
2024-09-08,32,1,"안녕, 할부지",롯데시네마,928,4903,0.189,245,2109,0.116
2024-09-08,32,1,"안녕, 할부지",메가박스,655,4724,0.139,189,2013,0.094
2024-09-08,32,1,"안녕, 할부지",씨네Q,42,242,0.174,15,124,0.121
2024-09-08,32,1,"안녕, 할부지",기타,141,926,0.152,82,682,0.12
2024-09-08,32,1,"안녕, 할부지",전체,2950,18346,0.161,849,8447,0.101
2024-09-08,32,2,에이리언: 로물루스,CGV,1132,7551,0.15,312,3519,0.089
2024-09-08,32,2,에이리언: 로물루스,롯데시네마,917,4903,0.187,250,2109,0.119
2024-09-08,32,2,에이리언: 로물루스,메가박스,742,4724,0.157,202,2013,0.1
2024-09-08,32,2,에이리언: 로물루스,씨네Q,43,242,0.178,13,124,0.105
2024-09-08,32,2,에이리언: 로물루스,기타,73,926,0.079,47,682,0.069
2024-09-08,32,2,에이리언: 로물루스,전체,2907,18346,0.158,824,8447,0.098
2024-09-08,32,3,파일럿,CGV,676,7551,0.09,292,3519,0.083
2024-09-08,32,3,파일럿,롯데시네마,693,4903,0.141,179,2109,0.085
2024-09-08,32,3,파일럿,메가박스,410,4724,0.087,171,2013,0.085
2024-09-08,32,3,파일럿,씨네Q,34,242,0.14,15,124,0.121
2024-09-08,32,3,파일럿,기타,93,926,0.1,67,682,0.098
2024-09-08,32,3,파일럿,전체,1906,18346,0.104,724,8447,0.086
2024-09-08,32,4,비틀쥬스 비틀쥬스,CGV,759,7551,0.101,330,3519,0.094
2024-09-08,32,4,비틀쥬스 비틀쥬스,롯데시네마,524,4903,0.107,167,2109,0.079
2024-09-08,32,4,비틀쥬스 비틀쥬스,메가박스,450,4724,0.095,168,2013,0.083
2024-09-08,32,4,비틀쥬스 비틀쥬스,씨네Q,32,242,0.132,17,124,0.137
2024-09-08,32,4,비틀쥬스 비틀쥬스,기타,126,926,0.136,72,682,0.106
2024-09-08,32,4,비틀쥬스 비틀쥬스,전체,1891,18346,0.103,754,8447,0.089
2024-09-08,32,5,사랑의 하츄핑,CGV,501,7551,0.066,266,3519,0.076
2024-09-08,32,5,사랑의 하츄핑,롯데시네마,357,4903,0.073,170,2109,0.081
2024-09-08,32,5,사랑의 하츄핑,메가박스,237,4724,0.05,144,2013,0.072
2024-09-08,32,5,사랑의 하츄핑,씨네Q,21,242,0.087,14,124,0.113
2024-09-08,32,5,사랑의 하츄핑,기타,64,926,0.069,49,682,0.072
2024-09-08,32,5,사랑의 하츄핑,전체,1180,18346,0.064,643,8447,0.076
2024-09-09,33,1,에이리언: 로물루스,CGV,964,5882,0.164,291,2909,0.1
2024-09-09,33,1,에이리언: 로물루스,롯데시네마,785,3701,0.212,241,1784,0.135
2024-09-09,33,1,에이리언: 로물루스,메가박스,528,3460,0.153,177,1612,0.11
2024-09-09,33,1,에이리언: 로물루스,씨네Q,25,141,0.177,10,82,0.122
2024-09-09,33,1,에이리언: 로물루스,기타,31,439,0.071,20,343,0.058
2024-09-09,33,1,에이리언: 로물루스,전체,2333,13623,0.171,739,6730,0.11
2024-09-09,33,2,"안녕, 할부지",CGV,907,5882,0.154,276,2909,0.095
2024-09-09,33,2,"안녕, 할부지",롯데시네마,636,3701,0.172,206,1784,0.115
2024-09-09,33,2,"안녕, 할부지",메가박스,429,3460,0.124,161,1612,0.1
2024-09-09,33,2,"안녕, 할부지",씨네Q,18,141,0.128,9,82,0.11
2024-09-09,33,2,"안녕, 할부지",기타,58,439,0.132,41,343,0.12
2024-09-09,33,2,"안녕, 할부지",전체,2048,13623,0.15,693,6730,0.103
2024-09-09,33,3,파일럿,CGV,582,5882,0.099,252,2909,0.087
2024-09-09,33,3,파일럿,롯데시네마,541,3701,0.146,175,1784,0.098
2024-09-09,33,3,파일럿,메가박스,312,3460,0.09,155,1612,0.096
2024-09-09,33,3,파일럿,씨네Q,19,141,0.135,8,82,0.098
2024-09-09,33,3,파일럿,기타,34,439,0.077,25,343,0.073
2024-09-09,33,3,파일럿,전체,1488,13623,0.109,615,6730,0.091
2024-09-09,33,4,비틀쥬스 비틀쥬스,CGV,616,5882,0.105,284,2909,0.098
2024-09-09,33,4,비틀쥬스 비틀쥬스,롯데시네마,426,3701,0.115,159,1784,0.089
2024-09-09,33,4,비틀쥬스 비틀쥬스,메가박스,320,3460,0.092,144,1612,0.089
2024-09-09,33,4,비틀쥬스 비틀쥬스,씨네Q,22,141,0.156,9,82,0.11
2024-09-09,33,4,비틀쥬스 비틀쥬스,기타,49,439,0.112,36,343,0.105
2024-09-09,33,4,비틀쥬스 비틀쥬스,전체,1433,13623,0.105,632,6730,0.094
2024-09-09,33,5,룩백,CGV,0,5882,0.0,0,2909,0.0
2024-09-09,33,5,룩백,롯데시네마,0,3701,0.0,0,1784,0.0
2024-09-09,33,5,룩백,메가박스,859,3460,0.248,178,1612,0.11
2024-09-09,33,5,룩백,씨네Q,0,141,0.0,0,82,0.0
2024-09-09,33,5,룩백,기타,5,439,0.011,1,343,0.003
2024-09-09,33,5,룩백,전체,864,13623,0.063,179,6730,0.027
2024-09-10,34,1,에이리언: 로물루스,CGV,931,5883,0.158,282,2930,0.096
2024-09-10,34,1,에이리언: 로물루스,롯데시네마,707,3461,0.204,236,1744,0.135
2024-09-10,34,1,에이리언: 로물루스,메가박스,503,3339,0.151,191,1590,0.12
2024-09-10,34,1,에이리언: 로물루스,씨네Q,27,150,0.18,11,89,0.124
2024-09-10,34,1,에이리언: 로물루스,기타,42,542,0.077,29,437,0.066
2024-09-10,34,1,에이리언: 로물루스,전체,2210,13375,0.165,749,6790,0.11
2024-09-10,34,2,"안녕, 할부지",CGV,908,5883,0.154,276,2930,0.094
2024-09-10,34,2,"안녕, 할부지",롯데시네마,589,3461,0.17,210,1744,0.12
2024-09-10,34,2,"안녕, 할부지",메가박스,372,3339,0.111,156,1590,0.098
2024-09-10,34,2,"안녕, 할부지",씨네Q,23,150,0.153,11,89,0.124
2024-09-10,34,2,"안녕, 할부지",기타,67,542,0.124,48,437,0.11
2024-09-10,34,2,"안녕, 할부지",전체,1959,13375,0.146,701,6790,0.103
2024-09-10,34,3,파일럿,CGV,584,5883,0.099,265,2930,0.09
2024-09-10,34,3,파일럿,롯데시네마,508,3461,0.147,179,1744,0.103
2024-09-10,34,3,파일럿,메가박스,281,3339,0.084,141,1590,0.089
2024-09-10,34,3,파일럿,씨네Q,22,150,0.147,10,89,0.112
2024-09-10,34,3,파일럿,기타,42,542,0.077,31,437,0.071
2024-09-10,34,3,파일럿,전체,1437,13375,0.107,626,6790,0.092
2024-09-10,34,4,비틀쥬스 비틀쥬스,CGV,620,5883,0.105,284,2930,0.097
2024-09-10,34,4,비틀쥬스 비틀쥬스,롯데시네마,381,3461,0.11,147,1744,0.084
2024-09-10,34,4,비틀쥬스 비틀쥬스,메가박스,334,3339,0.1,148,1590,0.093
2024-09-10,34,4,비틀쥬스 비틀쥬스,씨네Q,13,150,0.087,8,89,0.09
2024-09-10,34,4,비틀쥬스 비틀쥬스,기타,51,542,0.094,37,437,0.085
2024-09-10,34,4,비틀쥬스 비틀쥬스,전체,1399,13375,0.105,624,6790,0.092
2024-09-10,34,5,룩백,CGV,0,5883,0.0,0,2930,0.0
2024-09-10,34,5,룩백,롯데시네마,0,3461,0.0,0,1744,0.0
2024-09-10,34,5,룩백,메가박스,865,3339,0.259,188,1590,0.118
2024-09-10,34,5,룩백,씨네Q,0,150,0.0,0,89,0.0
2024-09-10,34,5,룩백,기타,5,542,0.009,1,437,0.002
2024-09-10,34,5,룩백,전체,870,13375,0.065,189,6790,0.028
2024-09-11,35,1,에이리언: 로물루스,CGV,998,5897,0.169,310,2640,0.117
2024-09-11,35,1,에이리언: 로물루스,롯데시네마,679,3657,0.186,225,1560,0.144
2024-09-11,35,1,에이리언: 로물루스,메가박스,490,3424,0.143,172,1581,0.109
2024-09-11,35,1,에이리언: 로물루스,씨네Q,31,165,0.188,12,94,0.128
2024-09-11,35,1,에이리언: 로물루스,기타,41,643,0.064,27,515,0.052
2024-09-11,35,1,에이리언: 로물루스,전체,2239,13786,0.162,746,6390,0.117
2024-09-11,35,2,"안녕, 할부지",CGV,827,5897,0.14,257,2640,0.097
2024-09-11,35,2,"안녕, 할부지",롯데시네마,623,3657,0.17,204,1560,0.131
2024-09-11,35,2,"안녕, 할부지",메가박스,319,3424,0.093,147,1581,0.093
2024-09-11,35,2,"안녕, 할부지",씨네Q,20,165,0.121,7,94,0.074
2024-09-11,35,2,"안녕, 할부지",기타,79,643,0.123,54,515,0.105
2024-09-11,35,2,"안녕, 할부지",전체,1868,13786,0.135,669,6390,0.105
2024-09-11,35,3,스픽 노 이블,CGV,730,5897,0.124,216,2640,0.082
2024-09-11,35,3,스픽 노 이블,롯데시네마,499,3657,0.136,151,1560,0.097
2024-09-11,35,3,스픽 노 이블,메가박스,421,3424,0.123,161,1581,0.102
2024-09-11,35,3,스픽 노 이블,씨네Q,19,165,0.115,6,94,0.064
2024-09-11,35,3,스픽 노 이블,기타,35,643,0.054,18,515,0.035
2024-09-11,35,3,스픽 노 이블,전체,1704,13786,0.124,552,6390,0.086
2024-09-11,35,4,파일럿,CGV,675,5897,0.114,251,2640,0.095
2024-09-11,35,4,파일럿,롯데시네마,498,3657,0.136,165,1560,0.106
2024-09-11,35,4,파일럿,메가박스,272,3424,0.079,137,1581,0.087
2024-09-11,35,4,파일럿,씨네Q,19,165,0.115,10,94,0.106
2024-09-11,35,4,파일럿,기타,55,643,0.086,47,515,0.091
2024-09-11,35,4,파일럿,전체,1519,13786,0.11,610,6390,0.095
2024-09-11,35,5,비틀쥬스 비틀쥬스,CGV,392,5897,0.066,199,2640,0.075
2024-09-11,35,5,비틀쥬스 비틀쥬스,롯데시네마,332,3657,0.091,133,1560,0.085
2024-09-11,35,5,비틀쥬스 비틀쥬스,메가박스,199,3424,0.058,110,1581,0.07
2024-09-11,35,5,비틀쥬스 비틀쥬스,씨네Q,14,165,0.085,8,94,0.085
2024-09-11,35,5,비틀쥬스 비틀쥬스,기타,63,643,0.098,43,515,0.083
2024-09-11,35,5,비틀쥬스 비틀쥬스,전체,1000,13786,0.073,493,6390,0.077
2024-09-12,36,1,에이리언: 로물루스,CGV,987,5702,0.173,307,2674,0.115
2024-09-12,36,1,에이리언: 로물루스,롯데시네마,698,3721,0.188,225,1647,0.137
2024-09-12,36,1,에이리언: 로물루스,메가박스,484,3428,0.141,176,1584,0.111
2024-09-12,36,1,에이리언: 로물루스,씨네Q,27,149,0.181,12,88,0.136
2024-09-12,36,1,에이리언: 로물루스,기타,37,604,0.061,25,493,0.051
2024-09-12,36,1,에이리언: 로물루스,전체,2233,13604,0.164,745,6486,0.115
2024-09-12,36,2,"안녕, 할부지",CGV,772,5702,0.135,274,2674,0.102
2024-09-12,36,2,"안녕, 할부지",롯데시네마,578,3721,0.155,208,1647,0.126
2024-09-12,36,2,"안녕, 할부지",메가박스,287,3428,0.084,140,1584,0.088
2024-09-12,36,2,"안녕, 할부지",씨네Q,17,149,0.114,8,88,0.091
2024-09-12,36,2,"안녕, 할부지",기타,68,604,0.113,54,493,0.11
2024-09-12,36,2,"안녕, 할부지",전체,1722,13604,0.127,684,6486,0.105
2024-09-12,36,3,스픽 노 이블,CGV,641,5702,0.112,212,2674,0.079
2024-09-12,36,3,스픽 노 이블,롯데시네마,473,3721,0.127,150,1647,0.091
2024-09-12,36,3,스픽 노 이블,메가박스,355,3428,0.104,137,1584,0.086
2024-09-12,36,3,스픽 노 이블,씨네Q,19,149,0.128,6,88,0.068
2024-09-12,36,3,스픽 노 이블,기타,25,604,0.041,13,493,0.026
2024-09-12,36,3,스픽 노 이블,전체,1513,13604,0.111,518,6486,0.08
2024-09-12,36,4,파일럿,CGV,668,5702,0.117,246,2674,0.092
2024-09-12,36,4,파일럿,롯데시네마,515,3721,0.138,178,1647,0.108
2024-09-12,36,4,파일럿,메가박스,254,3428,0.074,136,1584,0.086
2024-09-12,36,4,파일럿,씨네Q,22,149,0.148,10,88,0.114
2024-09-12,36,4,파일럿,기타,52,604,0.086,43,493,0.087
2024-09-12,36,4,파일럿,전체,1511,13604,0.111,613,6486,0.095
2024-09-12,36,5,비틀쥬스 비틀쥬스,CGV,387,5702,0.068,196,2674,0.073
2024-09-12,36,5,비틀쥬스 비틀쥬스,롯데시네마,314,3721,0.084,135,1647,0.082
2024-09-12,36,5,비틀쥬스 비틀쥬스,메가박스,181,3428,0.053,112,1584,0.071
2024-09-12,36,5,비틀쥬스 비틀쥬스,씨네Q,9,149,0.06,6,88,0.068
2024-09-12,36,5,비틀쥬스 비틀쥬스,기타,60,604,0.099,43,493,0.087
2024-09-12,36,5,비틀쥬스 비틀쥬스,전체,951,13604,0.07,492,6486,0.076
2024-09-13,37,1,베테랑2,CGV,5676,7871,0.721,1069,2637,0.405
2024-09-13,37,1,베테랑2,롯데시네마,3783,5256,0.72,790,1808,0.437
2024-09-13,37,1,베테랑2,메가박스,3267,4655,0.702,621,1539,0.404
2024-09-13,37,1,베테랑2,씨네Q,215,271,0.793,42,84,0.5
2024-09-13,37,1,베테랑2,기타,508,897,0.566,159,503,0.316
2024-09-13,37,1,베테랑2,전체,13449,18950,0.71,2681,6571,0.408
2024-09-13,37,2,에이리언: 로물루스,CGV,366,7871,0.046,217,2637,0.082
2024-09-13,37,2,에이리언: 로물루스,롯데시네마,163,5256,0.031,117,1808,0.065
2024-09-13,37,2,에이리언: 로물루스,메가박스,127,4655,0.027,87,1539,0.057
2024-09-13,37,2,에이리언: 로물루스,씨네Q,12,271,0.044,7,84,0.083
2024-09-13,37,2,에이리언: 로물루스,기타,8,897,0.009,6,503,0.012
2024-09-13,37,2,에이리언: 로물루스,전체,676,18950,0.036,434,6571,0.066
2024-09-13,37,3,스픽 노 이블,CGV,312,7871,0.04,191,2637,0.072
2024-09-13,37,3,스픽 노 이블,롯데시네마,207,5256,0.039,141,1808,0.078
2024-09-13,37,3,스픽 노 이블,메가박스,117,4655,0.025,93,1539,0.06
2024-09-13,37,3,스픽 노 이블,씨네Q,9,271,0.033,5,84,0.06
2024-09-13,37,3,스픽 노 이블,기타,13,897,0.014,11,503,0.022
2024-09-13,37,3,스픽 노 이블,전체,658,18950,0.035,441,6571,0.067
2024-09-13,37,4,"안녕, 할부지",CGV,251,7871,0.032,179,2637,0.068
2024-09-13,37,4,"안녕, 할부지",롯데시네마,146,5256,0.028,112,1808,0.062
2024-09-13,37,4,"안녕, 할부지",메가박스,91,4655,0.02,69,1539,0.045
2024-09-13,37,4,"안녕, 할부지",씨네Q,9,271,0.033,7,84,0.083
2024-09-13,37,4,"안녕, 할부지",기타,49,897,0.055,41,503,0.082
2024-09-13,37,4,"안녕, 할부지",전체,546,18950,0.029,408,6571,0.062
2024-09-13,37,5,룩백,CGV,0,7871,0.0,0,2637,0.0
2024-09-13,37,5,룩백,롯데시네마,0,5256,0.0,0,1808,0.0
2024-09-13,37,5,룩백,메가박스,524,4655,0.113,210,1539,0.136
2024-09-13,37,5,룩백,씨네Q,0,271,0.0,0,84,0.0
2024-09-13,37,5,룩백,기타,10,897,0.011,6,503,0.012
2024-09-13,37,5,룩백,전체,534,18950,0.028,216,6571,0.033
2024-09-14,38,1,베테랑2,CGV,5752,8664,0.664,1036,2900,0.357
2024-09-14,38,1,베테랑2,롯데시네마,3933,5623,0.699,790,1961,0.403
2024-09-14,38,1,베테랑2,메가박스,3468,5064,0.685,634,1731,0.366
2024-09-14,38,1,베테랑2,씨네Q,232,313,0.741,43,107,0.402
2024-09-14,38,1,베테랑2,기타,541,1082,0.5,164,624,0.263
2024-09-14,38,1,베테랑2,전체,13926,20746,0.671,2667,7323,0.364
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,CGV,845,8664,0.098,320,2900,0.11
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,롯데시네마,3,5623,0.001,1,1961,0.001
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,메가박스,7,5064,0.001,2,1731,0.001
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,씨네Q,16,313,0.051,9,107,0.084
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,기타,87,1082,0.08,68,624,0.109
2024-09-14,38,2,브레드이발소: 빵스타의 탄생,전체,958,20746,0.046,400,7323,0.055
2024-09-14,38,3,사랑의 하츄핑,CGV,280,8664,0.032,193,2900,0.067
2024-09-14,38,3,사랑의 하츄핑,롯데시네마,214,5623,0.038,152,1961,0.078
2024-09-14,38,3,사랑의 하츄핑,메가박스,165,5064,0.033,114,1731,0.066
2024-09-14,38,3,사랑의 하츄핑,씨네Q,8,313,0.026,8,107,0.075
2024-09-14,38,3,사랑의 하츄핑,기타,13,1082,0.012,11,624,0.018
2024-09-14,38,3,사랑의 하츄핑,전체,680,20746,0.033,478,7323,0.065
2024-09-14,38,4,스픽 노 이블,CGV,282,8664,0.033,189,2900,0.065
2024-09-14,38,4,스픽 노 이블,롯데시네마,213,5623,0.038,148,1961,0.075
2024-09-14,38,4,스픽 노 이블,메가박스,111,5064,0.022,96,1731,0.055
2024-09-14,38,4,스픽 노 이블,씨네Q,9,313,0.029,6,107,0.056
2024-09-14,38,4,스픽 노 이블,기타,26,1082,0.024,19,624,0.03
2024-09-14,38,4,스픽 노 이블,전체,641,20746,0.031,458,7323,0.063
2024-09-14,38,5,에이리언: 로물루스,CGV,269,8664,0.031,190,2900,0.066
2024-09-14,38,5,에이리언: 로물루스,롯데시네마,135,5623,0.024,100,1961,0.051
2024-09-14,38,5,에이리언: 로물루스,메가박스,124,5064,0.024,89,1731,0.051
2024-09-14,38,5,에이리언: 로물루스,씨네Q,11,313,0.035,6,107,0.056
2024-09-14,38,5,에이리언: 로물루스,기타,7,1082,0.006,7,624,0.011
2024-09-14,38,5,에이리언: 로물루스,전체,546,20746,0.026,392,7323,0.054
2024-09-15,39,1,베테랑2,CGV,5805,8667,0.67,1050,2905,0.361
2024-09-15,39,1,베테랑2,롯데시네마,3919,5619,0.697,798,1971,0.405
2024-09-15,39,1,베테랑2,메가박스,3472,5067,0.685,634,1746,0.363
2024-09-15,39,1,베테랑2,씨네Q,237,316,0.75,43,105,0.41
2024-09-15,39,1,베테랑2,기타,548,1084,0.506,165,620,0.266
2024-09-15,39,1,베테랑2,전체,13981,20753,0.674,2690,7347,0.366
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,CGV,813,8667,0.094,304,2905,0.105
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,롯데시네마,3,5619,0.001,1,1971,0.001
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,메가박스,6,5067,0.001,2,1746,0.001
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,씨네Q,16,316,0.051,9,105,0.086
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,기타,84,1084,0.077,66,620,0.106
2024-09-15,39,2,브레드이발소: 빵스타의 탄생,전체,922,20753,0.044,382,7347,0.052
2024-09-15,39,3,사랑의 하츄핑,CGV,281,8667,0.032,201,2905,0.069
2024-09-15,39,3,사랑의 하츄핑,롯데시네마,218,5619,0.039,150,1971,0.076
2024-09-15,39,3,사랑의 하츄핑,메가박스,172,5067,0.034,123,1746,0.07
2024-09-15,39,3,사랑의 하츄핑,씨네Q,12,316,0.038,10,105,0.095
2024-09-15,39,3,사랑의 하츄핑,기타,14,1084,0.013,12,620,0.019
2024-09-15,39,3,사랑의 하츄핑,전체,697,20753,0.034,496,7347,0.068
2024-09-15,39,4,스픽 노 이블,CGV,270,8667,0.031,189,2905,0.065
2024-09-15,39,4,스픽 노 이블,롯데시네마,207,5619,0.037,147,1971,0.075
2024-09-15,39,4,스픽 노 이블,메가박스,105,5067,0.021,93,1746,0.053
2024-09-15,39,4,스픽 노 이블,씨네Q,9,316,0.028,6,105,0.057
2024-09-15,39,4,스픽 노 이블,기타,26,1084,0.024,20,620,0.032
2024-09-15,39,4,스픽 노 이블,전체,617,20753,0.03,455,7347,0.062
2024-09-15,39,5,룩백,CGV,0,8667,0.0,0,2905,0.0
2024-09-15,39,5,룩백,롯데시네마,0,5619,0.0,0,1971,0.0
2024-09-15,39,5,룩백,메가박스,535,5067,0.106,218,1746,0.125
