date,day,rank,title,open,adm,cum,screens,shows,adm_share,show_share,screen_share
2024-12-16,131,2,모아나 2,2024-11-27,25370,2771253,826,2266,0.137,0.1446,0.1232
2024-12-16,131,3,위키드,2024-11-20,17420,1724445,699,1363,0.094,0.087,0.1042
2024-12-16,131,4,대가족,2024-12-11,17286,206744,729,2030,0.0933,0.1296,0.1087
2024-12-16,131,5,1승,2024-12-04,7652,289642,557,805,0.0413,0.0514,0.0831
2024-12-16,131,6,서브스턴스,2024-12-11,6320,61680,352,547,0.0341,0.0349,0.0525
2024-12-16,131,7,퍼스트레이디,2024-12-12,5138,38283,91,203,0.0277,0.013,0.0136
2024-12-16,131,8,히든페이스,2024-11-20,4990,979140,512,793,0.0269,0.0506,0.0763
2024-12-16,131,9,인터스텔라,2014-11-06,4248,10374642,26,62,0.0229,0.004,0.0039
2024-12-16,131,10,극장판 주술회전 0,2022-02-17,2192,696470,181,291,0.0118,0.0186,0.027
2024-12-17,132,1,소방관,2024-12-04,79511,1924426,1405,5539,0.3891,0.3502,0.2013
2024-12-17,132,2,모아나 2,2024-11-27,31569,2802822,843,2274,0.1545,0.1438,0.1208
2024-12-17,132,3,위키드,2024-11-20,18732,1743177,725,1372,0.0917,0.0868,0.1039
2024-12-17,132,4,대가족,2024-12-11,18559,225303,744,2008,0.0908,0.127,0.1066
2024-12-17,132,5,1승,2024-12-04,9581,299223,580,846,0.0469,0.0535,0.0831
2024-12-17,132,6,서브스턴스,2024-12-11,7119,68799,368,567,0.0348,0.0359,0.0527
2024-12-17,132,7,인터스텔라,2014-11-06,5654,10380296,26,60,0.0277,0.0038,0.0037
2024-12-17,132,8,히든페이스,2024-11-20,4973,984113,525,794,0.0243,0.0502,0.0752
2024-12-17,132,9,퍼스트레이디,2024-12-12,4367,42650,98,235,0.0214,0.0149,0.014
2024-12-17,132,10,극장판 주술회전 0,2022-02-17,2349,698819,182,293,0.0115,0.0185,0.0261
2024-12-18,133,1,소방관,2024-12-04,81225,2005651,1250,4509,0.2983,0.2722,0.1708
2024-12-18,133,2,무파사: 라이온 킹,2024-12-18,44985,47002,1243,4198,0.1652,0.2534,0.1698
2024-12-18,133,3,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,34975,43143,690,1768,0.1285,0.1067,0.0943
2024-12-18,133,4,모아나 2,2024-11-27,24672,2827494,773,1471,0.0906,0.0888,0.1056
2024-12-18,133,5,대가족,2024-12-11,17918,243221,607,945,0.0658,0.057,0.0829
2024-12-18,133,6,위키드,2024-11-20,15299,1758476,606,916,0.0562,0.0553,0.0828
2024-12-18,133,7,서브스턴스,2024-12-11,6752,75551,301,383,0.0248,0.0231,0.0411
2024-12-18,133,8,정동원 성탄총동원 더 무비,2024-12-18,6496,6496,59,112,0.0239,0.0068,0.0081
2024-12-18,133,9,1승,2024-12-04,6078,305301,205,235,0.0223,0.0142,0.028
2024-12-18,133,10,퍼스트레이디,2024-12-12,3692,46342,117,260,0.0136,0.0157,0.016
2024-12-19,134,1,소방관,2024-12-04,80112,2085763,1324,4674,0.3463,0.2885,0.1783
2024-12-19,134,2,무파사: 라이온 킹,2024-12-18,29231,76233,1169,3685,0.1264,0.2274,0.1575
2024-12-19,134,3,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,23901,67044,710,1702,0.1033,0.105,0.0956
2024-12-19,134,4,모아나 2,2024-11-27,22666,2850160,817,1493,0.098,0.0921,0.11
2024-12-19,134,5,위키드,2024-11-20,16599,1775075,635,981,0.0718,0.0605,0.0855
2024-12-19,134,6,대가족,2024-12-11,10711,253932,594,891,0.0463,0.055,0.08
2024-12-19,134,7,서브스턴스,2024-12-11,7094,82645,302,401,0.0307,0.0248,0.0407
2024-12-19,134,8,하얼빈,2024-12-24,6983,9848,34,37,0.0302,0.0023,0.0046
2024-12-19,134,9,1승,2024-12-04,4000,309301,178,200,0.0173,0.0123,0.024
2024-12-19,134,10,퍼스트레이디,2024-12-12,3665,50007,128,292,0.0158,0.018,0.0172
2024-12-20,135,1,소방관,2024-12-04,105969,2191732,1438,5173,0.3675,0.2992,0.1859
2024-12-20,135,2,무파사: 라이온 킹,2024-12-18,37654,113887,1176,3698,0.1306,0.2139,0.1521
2024-12-20,135,3,모아나 2,2024-11-27,33256,2883416,864,1683,0.1153,0.0973,0.1117
2024-12-20,135,4,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,28678,95722,753,1807,0.0995,0.1045,0.0974
2024-12-20,135,5,위키드,2024-11-20,22332,1797407,674,1110,0.0775,0.0642,0.0871
2024-12-20,135,6,대가족,2024-12-11,10555,264487,575,910,0.0366,0.0526,0.0743
2024-12-20,135,7,서브스턴스,2024-12-11,7901,90546,320,425,0.0274,0.0246,0.0414
2024-12-20,135,8,하얼빈,2024-12-24,6564,16412,45,46,0.0228,0.0027,0.0058
2024-12-20,135,9,1승,2024-12-04,4217,313518,183,206,0.0146,0.0119,0.0237
2024-12-20,135,10,퍼스트레이디,2024-12-12,4043,54050,133,309,0.014,0.0179,0.0172
2024-12-21,136,1,소방관,2024-12-04,210311,2402043,1383,5582,0.3607,0.2887,0.1741
2024-12-21,136,2,무파사: 라이온 킹,2024-12-18,100316,214203,1136,3898,0.172,0.2016,0.143
2024-12-21,136,3,모아나 2,2024-11-27,82698,2966114,1102,2814,0.1418,0.1455,0.1388
2024-12-21,136,4,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,81547,177269,856,2317,0.1398,0.1198,0.1078
2024-12-21,136,5,위키드,2024-11-20,40800,1838207,708,1209,0.07,0.0625,0.0891
2024-12-21,136,6,대가족,2024-12-11,12215,276702,556,770,0.0209,0.0398,0.07
2024-12-21,136,7,서브스턴스,2024-12-11,11307,101853,289,383,0.0194,0.0198,0.0364
2024-12-21,136,8,퍼스트레이디,2024-12-12,6154,60204,142,294,0.0106,0.0152,0.0179
2024-12-21,136,9,히든페이스,2024-11-20,5068,998247,252,300,0.0087,0.0155,0.0317
2024-12-21,136,10,이터널 선샤인,2005-11-10,3708,524969,114,165,0.0064,0.0085,0.0144
2024-12-22,137,1,소방관,2024-12-04,194686,2596729,1366,5413,0.353,0.2891,0.1735
2024-12-22,137,2,무파사: 라이온 킹,2024-12-18,97317,311520,1121,3633,0.1765,0.194,0.1424
2024-12-22,137,3,모아나 2,2024-11-27,82290,3048404,1082,2731,0.1492,0.1459,0.1375
2024-12-22,137,4,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,75926,253195,880,2322,0.1377,0.124,0.1118
2024-12-22,137,5,위키드,2024-11-20,37680,1875887,715,1205,0.0683,0.0644,0.0908
2024-12-22,137,6,대가족,2024-12-11,12896,289598,549,759,0.0234,0.0405,0.0697
2024-12-22,137,7,서브스턴스,2024-12-11,9642,111495,298,381,0.0175,0.0203,0.0379
2024-12-22,137,8,퍼스트레이디,2024-12-12,5943,66147,144,289,0.0108,0.0154,0.0183
2024-12-22,137,9,히든페이스,2024-11-20,3624,1001871,240,280,0.0066,0.015,0.0305
2024-12-22,137,10,이터널 선샤인,2005-11-10,3449,528418,108,160,0.0063,0.0085,0.0137
2024-12-23,138,1,소방관,2024-12-04,65499,2662228,1210,4917,0.3542,0.3095,0.1717
2024-12-23,138,2,무파사: 라이온 킹,2024-12-18,21636,333156,984,2686,0.117,0.169,0.1396
2024-12-23,138,3,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,19387,272582,713,1806,0.1049,0.1137,0.1012
2024-12-23,138,4,모아나 2,2024-11-27,18592,3066996,801,1714,0.1006,0.1079,0.1136
2024-12-23,138,5,위키드,2024-11-20,17265,1893152,713,1235,0.0934,0.0777,0.1012
2024-12-23,138,6,대가족,2024-12-11,8973,298571,525,786,0.0485,0.0495,0.0745
2024-12-23,138,7,서브스턴스,2024-12-11,6447,117942,311,452,0.0349,0.0284,0.0441
2024-12-23,138,8,히든페이스,2024-11-20,3300,1005171,291,358,0.0178,0.0225,0.0413
2024-12-23,138,9,퍼스트레이디,2024-12-12,3028,69175,140,305,0.0164,0.0192,0.0199
2024-12-23,138,10,이터널 선샤인,2005-11-10,2320,530738,103,176,0.0125,0.0111,0.0146
2024-12-24,139,1,하얼빈,2024-12-24,381521,406202,2115,10143,0.6397,0.5217,0.3047
2024-12-24,139,2,소방관,2024-12-04,81132,2743360,859,2835,0.136,0.1458,0.1237
2024-12-24,139,3,무파사: 라이온 킹,2024-12-18,27895,361051,746,1502,0.0468,0.0773,0.1075
2024-12-24,139,4,모아나 2,2024-11-27,26594,3093590,714,1278,0.0446,0.0657,0.1029
2024-12-24,139,5,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,24198,296780,629,1362,0.0406,0.0701,0.0906
2024-12-24,139,6,위키드,2024-11-20,22303,1915455,460,662,0.0374,0.0341,0.0663
2024-12-24,139,7,서브스턴스,2024-12-11,5006,122948,165,195,0.0084,0.01,0.0238
2024-12-24,139,8,대가족,2024-12-11,2665,301236,150,173,0.0045,0.0089,0.0216
2024-12-24,139,9,이터널 선샤인,2005-11-10,2415,533153,77,85,0.004,0.0044,0.0111
2024-12-24,139,10,극장판 주술회전 0,2022-02-17,1987,714104,65,80,0.0033,0.0041,0.0094
2024-12-25,140,1,하얼빈,2024-12-24,847790,1253992,2051,9859,0.545,0.4808,0.2653
2024-12-25,140,2,소방관,2024-12-04,193327,2936687,925,2641,0.1243,0.1288,0.1197
2024-12-25,140,3,모아나 2,2024-11-27,129280,3222870,829,1563,0.0831,0.0762,0.1072
2024-12-25,140,4,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,121765,418545,760,1624,0.0783,0.0792,0.0983
2024-12-25,140,5,무파사: 라이온 킹,2024-12-18,117057,478108,912,1703,0.0753,0.0831,0.118
2024-12-25,140,6,위키드,2024-11-20,42524,1957979,459,656,0.0273,0.032,0.0594
2024-12-25,140,7,니코: 오로라 원정대의 모험,2024-12-25,23797,29937,393,608,0.0153,0.0297,0.0508
2024-12-25,140,8,뽀로로 극장판 바닷속 대모험,2025-01-01,15449,21509,138,202,0.0099,0.0099,0.0179
2024-12-25,140,9,해리 포터와 죽음의 성물1,2010-12-15,14189,2868081,41,193,0.0091,0.0094,0.0053
2024-12-25,140,10,수퍼 소닉,2025-01-01,12446,13201,164,222,0.008,0.0108,0.0212
