date,day,rank,title,open,adm,cum,screens,shows,adm_share,show_share,screen_share
2024-09-28,52,3,비긴 어게인,2014-08-13,14958,3609737,464,828,0.0465,0.0437,0.0645
2024-09-28,52,4,사랑의 하츄핑,2024-08-07,13454,1131818,430,631,0.0418,0.0333,0.0598
2024-09-28,52,5,브레드이발소: 빵스타의 탄생,2024-09-14,8828,200844,297,550,0.0274,0.029,0.0413
2024-09-28,52,6,극장총집편 봇치 더 록! 후편,2024-09-25,8738,17085,183,340,0.0272,0.0179,0.0254
2024-09-28,52,7,룩백,2024-09-05,6675,225944,234,516,0.0207,0.0272,0.0325
2024-09-28,52,8,더 커버넌트,2024-09-27,4633,10953,221,312,0.0144,0.0164,0.0307
2024-09-28,52,9,에이리언: 로물루스,2024-08-14,3512,1993647,257,330,0.0109,0.0174,0.0357
2024-09-28,52,10,정국: 아이 엠 스틸,2024-09-18,3486,34877,72,123,0.0108,0.0065,0.01
2024-09-29,53,1,베테랑2,2024-09-13,148391,6411808,1973,8618,0.5216,0.4717,0.277
2024-09-29,53,2,트랜스포머 ONE,2024-09-25,52652,197844,1060,3716,0.1851,0.2034,0.1488
2024-09-29,53,3,사랑의 하츄핑,2024-08-07,14668,1146486,443,651,0.0516,0.0356,0.0622
2024-09-29,53,4,비긴 어게인,2014-08-13,14391,3624128,473,821,0.0506,0.0449,0.0664
2024-09-29,53,5,브레드이발소: 빵스타의 탄생,2024-09-14,9204,210048,304,556,0.0324,0.0304,0.0427
2024-09-29,53,6,룩백,2024-09-05,5363,231307,230,504,0.0189,0.0276,0.0323
2024-09-29,53,7,더 커버넌트,2024-09-27,4308,15261,223,299,0.0151,0.0164,0.0313
2024-09-29,53,8,정국: 아이 엠 스틸,2024-09-18,3700,38577,69,121,0.013,0.0066,0.0097
2024-09-29,53,9,극장총집편 봇치 더 록! 후편,2024-09-25,3430,20515,177,283,0.0121,0.0155,0.0249
2024-09-29,53,10,에이리언: 로물루스,2024-08-14,2884,1996531,251,320,0.0101,0.0175,0.0352
2024-09-30,54,1,베테랑2,2024-09-13,77575,6489383,1891,8010,0.5885,0.5091,0.3047
2024-09-30,54,2,트랜스포머 ONE,2024-09-25,14651,212495,875,2810,0.1111,0.1786,0.141
2024-09-30,54,3,비긴 어게인,2014-08-13,8974,3633102,471,896,0.0681,0.0569,0.0759
2024-09-30,54,4,더 커버넌트,2024-09-27,3012,18273,224,336,0.0229,0.0214,0.0361
2024-09-30,54,5,룩백,2024-09-05,2485,233792,200,442,0.0189,0.0281,0.0322
2024-09-30,54,6,대도시의 사랑법,2024-10-01,2484,9053,106,106,0.0188,0.0067,0.0171
2024-09-30,54,7,에이리언: 로물루스,2024-08-14,2099,1998630,280,368,0.0159,0.0234,0.0451
2024-09-30,54,8,빅토리,2024-08-14,1958,503486,31,34,0.0149,0.0022,0.005
2024-09-30,54,9,"안녕, 할부지",2024-09-04,1726,250528,158,196,0.0131,0.0125,0.0255
2024-09-30,54,10,파일럿,2024-07-31,1588,4702206,87,97,0.012,0.0062,0.014
2024-10-01,55,1,조커: 폴리 아 되,2024-10-01,166506,167130,1385,5368,0.3476,0.2852,0.1967
2024-10-01,55,2,베테랑2,2024-09-13,114342,6603725,1067,4012,0.2387,0.2132,0.1516
2024-10-01,55,3,와일드 로봇,2024-10-01,53494,64608,819,2311,0.1117,0.1228,0.1163
2024-10-01,55,4,대도시의 사랑법,2024-10-01,52696,61749,850,2880,0.11,0.153,0.1207
2024-10-01,55,5,트랜스포머 ONE,2024-09-25,30435,242930,596,1096,0.0635,0.0582,0.0847
2024-10-01,55,6,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,12993,16045,263,601,0.0271,0.0319,0.0374
2024-10-01,55,7,사랑의 하츄핑,2024-08-07,12680,1160207,263,327,0.0265,0.0174,0.0374
2024-10-01,55,8,브레드이발소: 빵스타의 탄생,2024-09-14,8492,219401,170,231,0.0177,0.0123,0.0241
2024-10-01,55,9,비긴 어게인,2014-08-13,8228,3641330,242,341,0.0172,0.0181,0.0344
2024-10-01,55,10,룩백,2024-09-05,3562,237354,193,304,0.0074,0.0162,0.0274
2024-10-02,56,1,베테랑2,2024-09-13,59901,6663626,1113,3847,0.3044,0.2232,0.163
2024-10-02,56,2,조커: 폴리 아 되,2024-10-01,57694,224824,1327,4761,0.2932,0.2763,0.1943
2024-10-02,56,3,대도시의 사랑법,2024-10-01,29396,91145,858,2705,0.1494,0.157,0.1257
2024-10-02,56,4,명탐정 코난: 시한장치의 마천루,2024-10-02,11802,16338,551,1257,0.06,0.0729,0.0807
2024-10-02,56,5,와일드 로봇,2024-10-01,10398,75006,721,1611,0.0528,0.0935,0.1056
2024-10-02,56,6,트랜스포머 ONE,2024-09-25,4885,247815,479,768,0.0248,0.0446,0.0702
2024-10-02,56,7,비긴 어게인,2014-08-13,4035,3645365,241,319,0.0205,0.0185,0.0353
2024-10-02,56,8,룩백,2024-09-05,1840,239194,171,266,0.0094,0.0154,0.025
2024-10-02,56,9,극장총집편 봇치 더 록! 후편,2024-09-25,1559,24625,95,143,0.0079,0.0083,0.0139
2024-10-02,56,10,정국: 아이 엠 스틸,2024-09-18,1323,40763,32,46,0.0067,0.0027,0.0047
2024-10-03,57,1,베테랑2,2024-09-13,110330,6773956,1157,4000,0.2592,0.2111,0.1487
2024-10-03,57,2,조커: 폴리 아 되,2024-10-01,90875,315699,1311,4621,0.2135,0.2438,0.1685
2024-10-03,57,3,와일드 로봇,2024-10-01,64382,139388,951,2354,0.1513,0.1242,0.1222
2024-10-03,57,4,대도시의 사랑법,2024-10-01,52404,143549,869,2666,0.1231,0.1407,0.1117
2024-10-03,57,5,트랜스포머 ONE,2024-09-25,26243,274058,663,1110,0.0617,0.0586,0.0852
2024-10-03,57,6,명탐정 코난: 시한장치의 마천루,2024-10-02,18784,35122,554,1116,0.0441,0.0589,0.0712
2024-10-03,57,7,사랑의 하츄핑,2024-08-07,11522,1172455,287,353,0.0271,0.0186,0.0369
2024-10-03,57,8,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,9580,26466,253,556,0.0225,0.0293,0.0325
2024-10-03,57,9,비긴 어게인,2014-08-13,8594,3653959,272,366,0.0202,0.0193,0.035
2024-10-03,57,10,브레드이발소: 빵스타의 탄생,2024-09-14,7289,227674,168,209,0.0171,0.011,0.0216
2024-10-04,58,1,베테랑2,2024-09-13,64215,6838171,1181,4303,0.3083,0.2391,0.1648
2024-10-04,58,2,조커: 폴리 아 되,2024-10-01,45435,361134,1166,4022,0.2182,0.2235,0.1627
2024-10-04,58,3,대도시의 사랑법,2024-10-01,29417,172966,819,2665,0.1413,0.1481,0.1143
2024-10-04,58,4,와일드 로봇,2024-10-01,26098,165486,880,2308,0.1253,0.1283,0.1228
2024-10-04,58,5,트랜스포머 ONE,2024-09-25,10010,284068,609,1051,0.0481,0.0584,0.085
2024-10-04,58,6,명탐정 코난: 시한장치의 마천루,2024-10-02,6797,41919,516,944,0.0326,0.0525,0.072
2024-10-04,58,7,비긴 어게인,2014-08-13,5534,3659493,296,430,0.0266,0.0239,0.0413
2024-10-04,58,8,사랑의 하츄핑,2024-08-07,3517,1175972,225,279,0.0169,0.0155,0.0314
2024-10-04,58,9,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,2462,28928,186,385,0.0118,0.0214,0.026
2024-10-04,58,10,룩백,2024-09-05,2396,246300,190,307,0.0115,0.0171,0.0265
2024-10-05,59,1,베테랑2,2024-09-13,87719,6925890,1317,4604,0.2987,0.2446,0.1684
2024-10-05,59,2,조커: 폴리 아 되,2024-10-01,60917,422051,1137,3603,0.2075,0.1914,0.1454
2024-10-05,59,3,대도시의 사랑법,2024-10-01,46086,219052,856,2646,0.1569,0.1406,0.1095
2024-10-05,59,4,와일드 로봇,2024-10-01,38817,204303,1046,2732,0.1322,0.1451,0.1338
2024-10-05,59,5,트랜스포머 ONE,2024-09-25,13177,297245,699,1238,0.0449,0.0658,0.0894
2024-10-05,59,6,명탐정 코난: 시한장치의 마천루,2024-10-02,8072,49991,526,902,0.0275,0.0479,0.0673
2024-10-05,59,7,비긴 어게인,2014-08-13,7554,3667047,312,447,0.0257,0.0237,0.0399
2024-10-05,59,8,사랑의 하츄핑,2024-08-07,6211,1182183,344,454,0.0212,0.0241,0.044
2024-10-05,59,9,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,3604,32532,211,451,0.0123,0.024,0.027
2024-10-05,59,10,브레드이발소: 빵스타의 탄생,2024-09-14,3193,233121,183,236,0.0109,0.0125,0.0234
2024-10-06,60,1,베테랑2,2024-09-13,74173,7000063,1283,4333,0.2833,0.2446,0.1679
2024-10-06,60,2,대도시의 사랑법,2024-10-01,45136,264188,849,2558,0.1724,0.1444,0.1111
2024-10-06,60,3,와일드 로봇,2024-10-01,43230,247533,1062,2637,0.1651,0.1488,0.139
2024-10-06,60,4,조커: 폴리 아 되,2024-10-01,43170,465221,1109,3274,0.1649,0.1848,0.1451
2024-10-06,60,5,트랜스포머 ONE,2024-09-25,13544,310789,684,1198,0.0517,0.0676,0.0895
2024-10-06,60,6,사랑의 하츄핑,2024-08-07,7117,1189300,350,456,0.0272,0.0257,0.0458
2024-10-06,60,7,명탐정 코난: 시한장치의 마천루,2024-10-02,6492,56483,517,813,0.0248,0.0459,0.0677
2024-10-06,60,8,비긴 어게인,2014-08-13,6236,3673283,305,425,0.0238,0.024,0.0399
2024-10-06,60,9,브레드이발소: 빵스타의 탄생,2024-09-14,3618,236739,179,238,0.0138,0.0134,0.0234
2024-10-06,60,10,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,3342,35874,220,452,0.0128,0.0255,0.0288
2024-10-07,61,1,베테랑2,2024-09-13,28304,7028367,1079,3878,0.3105,0.287,0.1872
2024-10-07,61,2,대도시의 사랑법,2024-10-01,19871,284059,808,2464,0.218,0.1824,0.1402
2024-10-07,61,3,조커: 폴리 아 되,2024-10-01,14204,479425,967,2784,0.1558,0.2061,0.1678
2024-10-07,61,4,와일드 로봇,2024-10-01,6482,254015,685,1434,0.0711,0.1061,0.1189
2024-10-07,61,5,보통의 가족,2024-10-16,4062,4503,14,14,0.0446,0.001,0.0024
2024-10-07,61,6,비긴 어게인,2014-08-13,2771,3676054,287,427,0.0304,0.0316,0.0498
2024-10-07,61,7,6시간 후 너는 죽는다,2024-10-16,2094,2094,8,11,0.023,0.0008,0.0014
2024-10-07,61,8,트랜스포머 ONE,2024-09-25,1991,312780,384,580,0.0218,0.0429,0.0666
2024-10-07,61,9,명탐정 코난: 시한장치의 마천루,2024-10-02,1636,58119,364,513,0.0179,0.038,0.0632
2024-10-07,61,10,룩백,2024-09-05,1174,253179,163,251,0.0129,0.0186,0.0283
2024-10-08,62,1,베테랑2,2024-09-13,34501,7062868,1129,4101,0.3093,0.282,0.1797
2024-10-08,62,2,대도시의 사랑법,2024-10-01,25032,309091,875,2661,0.2244,0.183,0.1393
2024-10-08,62,3,조커: 폴리 아 되,2024-10-01,16430,495855,987,2751,0.1473,0.1892,0.1571
2024-10-08,62,4,와일드 로봇,2024-10-01,10681,264696,735,1616,0.0958,0.1111,0.117
2024-10-08,62,5,비긴 어게인,2014-08-13,3645,3679699,298,442,0.0327,0.0304,0.0474
2024-10-08,62,6,트랜스포머 ONE,2024-09-25,3388,316168,430,649,0.0304,0.0446,0.0684
2024-10-08,62,7,명탐정 코난: 시한장치의 마천루,2024-10-02,2483,60602,415,603,0.0223,0.0415,0.0661
2024-10-08,62,8,룩백,2024-09-05,1599,254778,181,284,0.0143,0.0195,0.0288
2024-10-08,62,9,더 커버넌트,2024-09-27,1586,27698,78,94,0.0142,0.0065,0.0124
2024-10-08,62,10,임영웅│아임 히어로 더 스타디움,2024-08-28,919,319240,38,42,0.0082,0.0029,0.006
2024-10-09,63,1,와일드 로봇,2024-10-01,66629,331325,983,2878,0.2115,0.1595,0.1207
2024-10-09,63,2,베테랑2,2024-09-13,66328,7129196,1077,3839,0.2106,0.2128,0.1323
2024-10-09,63,3,대도시의 사랑법,2024-10-01,53208,362299,1101,3007,0.1689,0.1667,0.1352
2024-10-09,63,4,조커: 폴리 아 되,2024-10-01,28754,524609,828,2190,0.0913,0.1214,0.1017
2024-10-09,63,5,노트북,2004-11-26,20294,671739,451,735,0.0644,0.0407,0.0554
2024-10-09,63,6,트랜스포머 ONE,2024-09-25,13459,329627,575,962,0.0427,0.0533,0.0706
2024-10-09,63,7,사랑의 하츄핑,2024-08-07,10372,1200785,354,486,0.0329,0.0269,0.0435
2024-10-09,63,8,명탐정 코난: 시한장치의 마천루,2024-10-02,8255,68857,471,647,0.0262,0.0359,0.0578
2024-10-09,63,9,비긴 어게인,2014-08-13,5318,3685017,261,350,0.0169,0.0194,0.0321
2024-10-09,63,10,브레드이발소: 빵스타의 탄생,2024-09-14,5235,243279,181,251,0.0166,0.0139,0.0222
2024-10-10,64,1,베테랑2,2024-09-13,23165,7152361,1050,3471,0.2615,0.2569,0.1625
2024-10-10,64,2,대도시의 사랑법,2024-10-01,19075,381374,987,2775,0.2153,0.2054,0.1527
2024-10-10,64,3,조커: 폴리 아 되,2024-10-01,8331,532940,747,1779,0.0941,0.1317,0.1156
2024-10-10,64,4,와일드 로봇,2024-10-01,7247,338572,690,1437,0.0818,0.1064,0.1068
2024-10-10,64,5,노트북,2004-11-26,5704,677443,427,714,0.0644,0.0528,0.0661
2024-10-10,64,6,6시간 후 너는 죽는다,2024-10-16,4538,6632,15,19,0.0512,0.0014,0.0023
2024-10-10,64,7,비긴 어게인,2014-08-13,1824,3686841,246,327,0.0206,0.0242,0.0381
2024-10-10,64,8,더 커버넌트,2024-09-27,1682,32118,94,116,0.019,0.0086,0.0145
2024-10-10,64,9,명탐정 코난: 시한장치의 마천루,2024-10-02,1596,70453,337,423,0.018,0.0313,0.0522
2024-10-10,64,10,할머니가 죽기 전 백만장자가 되는 법,2024-10-09,1585,4407,146,282,0.0179,0.0209,0.0226
2024-10-11,65,1,베테랑2,2024-09-13,36151,7188512,1069,3774,0.2821,0.2514,0.1541
2024-10-11,65,2,대도시의 사랑법,2024-10-01,27520,408894,1033,3083,0.2147,0.2054,0.149
2024-10-11,65,3,와일드 로봇,2024-10-01,14680,353252,768,1755,0.1145,0.1169,0.1107
2024-10-11,65,4,조커: 폴리 아 되,2024-10-01,12871,545811,757,1882,0.1004,0.1254,0.1092
2024-10-11,65,5,노트북,2004-11-26,9100,686543,469,800,0.071,0.0533,0.0676
2024-10-11,65,6,트랜스포머 ONE,2024-09-25,3725,334834,407,567,0.0291,0.0378,0.0587
2024-10-11,65,7,비긴 어게인,2014-08-13,3389,3690230,287,370,0.0264,0.0246,0.0414
2024-10-11,65,8,명탐정 코난: 시한장치의 마천루,2024-10-02,2541,72994,382,492,0.0198,0.0328,0.0551
2024-10-11,65,9,더 커버넌트,2024-09-27,2153,34271,93,121,0.0168,0.0081,0.0134
2024-10-11,65,10,룩백,2024-09-05,1927,261642,177,258,0.015,0.0172,0.0255
2024-10-12,66,1,베테랑2,2024-09-13,60016,7248528,1021,3570,0.241,0.1991,0.1266
2024-10-12,66,2,대도시의 사랑법,2024-10-01,48734,457628,1014,3187,0.1957,0.1777,0.1257
2024-10-12,66,3,와일드 로봇,2024-10-01,42719,395971,1047,2972,0.1716,0.1657,0.1298
2024-10-12,66,4,조커: 폴리 아 되,2024-10-01,20120,565931,771,1751,0.0808,0.0976,0.0956
2024-10-12,66,5,노트북,2004-11-26,15805,702348,561,953,0.0635,0.0531,0.0695
2024-10-12,66,6,너의 색,2024-10-12,10913,11314,269,938,0.0438,0.0523,0.0333
2024-10-12,66,7,트랜스포머 ONE,2024-09-25,7042,341876,516,782,0.0283,0.0436,0.064
2024-10-12,66,8,사랑의 하츄핑,2024-08-07,5139,1206790,321,420,0.0206,0.0234,0.0398
2024-10-12,66,9,명탐정 코난: 시한장치의 마천루,2024-10-02,4176,77170,401,502,0.0168,0.028,0.0497
2024-10-12,66,10,비긴 어게인,2014-08-13,4108,3694338,251,336,0.0165,0.0187,0.0311
2024-10-13,67,1,베테랑2,2024-09-13,49789,7298317,1016,3388,0.2235,0.198,0.1289
2024-10-13,67,2,대도시의 사랑법,2024-10-01,44680,502308,988,3056,0.2006,0.1786,0.1254
2024-10-13,67,3,와일드 로봇,2024-10-01,41651,437622,1036,2884,0.187,0.1686,0.1315
2024-10-13,67,4,노트북,2004-11-26,15729,718077,555,946,0.0706,0.0553,0.0704
2024-10-13,67,5,조커: 폴리 아 되,2024-10-01,14615,580546,746,1602,0.0656,0.0936,0.0947
2024-10-13,67,6,너의 색,2024-10-12,7669,18983,259,856,0.0344,0.05,0.0329
2024-10-13,67,7,트랜스포머 ONE,2024-09-25,7465,349341,535,786,0.0335,0.0459,0.0679
2024-10-13,67,8,사랑의 하츄핑,2024-08-07,5862,1212652,333,433,0.0263,0.0253,0.0423
2024-10-13,67,9,더 커버넌트,2024-09-27,4206,41568,103,136,0.0189,0.0079,0.0131
2024-10-13,67,10,명탐정 코난: 시한장치의 마천루,2024-10-02,3655,80825,391,464,0.0164,0.0271,0.0496
2024-10-14,68,1,베테랑2,2024-09-13,19929,7318246,925,2963,0.2735,0.2368,0.1547
2024-10-14,68,2,대도시의 사랑법,2024-10-01,17866,520174,869,2699,0.2452,0.2157,0.1453
2024-10-14,68,3,노트북,2004-11-26,6452,724529,488,857,0.0886,0.0685,0.0816
2024-10-14,68,4,와일드 로봇,2024-10-01,6062,443684,647,1378,0.0832,0.1101,0.1082
2024-10-14,68,5,조커: 폴리 아 되,2024-10-01,5970,586516,635,1293,0.0819,0.1033,0.1062
2024-10-14,68,6,너의 색,2024-10-12,2287,21270,200,596,0.0314,0.0476,0.0335
2024-10-14,68,7,비긴 어게인,2014-08-13,1730,3699612,234,314,0.0237,0.0251,0.0391
2024-10-14,68,8,트랜스포머 ONE,2024-09-25,1299,350640,295,376,0.0178,0.0301,0.0493
2024-10-14,68,9,룩백,2024-09-05,1062,270293,159,230,0.0146,0.0184,0.0266
2024-10-14,68,10,명탐정 코난: 시한장치의 마천루,2024-10-02,896,81721,269,303,0.0123,0.0242,0.045
2024-10-15,69,1,베테랑2,2024-09-13,20212,7338458,936,2945,0.2659,0.2352,0.1531
2024-10-15,69,2,대도시의 사랑법,2024-10-01,16496,536670,871,2663,0.217,0.2126,0.1425
2024-10-15,69,3,와일드 로봇,2024-10-01,7602,451286,640,1317,0.1,0.1052,0.1047
2024-10-15,69,4,노트북,2004-11-26,6432,730961,491,888,0.0846,0.0709,0.0803
2024-10-15,69,5,조커: 폴리 아 되,2024-10-01,4946,591462,635,1250,0.0651,0.0998,0.1039
2024-10-15,69,6,너의 색,2024-10-12,2125,23395,199,550,0.028,0.0439,0.0325
2024-10-15,69,7,비긴 어게인,2014-08-13,1788,3701400,242,324,0.0235,0.0259,0.0396
2024-10-15,69,8,트랜스포머 ONE,2024-09-25,1621,352261,303,399,0.0213,0.0319,0.0496
2024-10-15,69,9,명탐정 코난: 시한장치의 마천루,2024-10-02,1024,82745,281,321,0.0135,0.0256,0.046
2024-10-15,69,10,최소한의 선의,2024-10-30,985,1111,5,5,0.013,0.0004,0.0008
2024-10-16,70,1,보통의 가족,2024-10-16,42429,52634,1277,4714,0.2934,0.3138,0.192
2024-10-16,70,2,대도시의 사랑법,2024-10-01,17495,554165,713,2076,0.121,0.1382,0.1072
2024-10-16,70,3,베테랑2,2024-09-13,15402,7353860,782,2039,0.1065,0.1357,0.1176
2024-10-16,70,4,6시간 후 너는 죽는다,2024-10-16,11612,22040,252,547,0.0803,0.0364,0.0379
2024-10-16,70,5,스마일 2,2024-10-16,8137,8479,549,1204,0.0563,0.0801,0.0825
2024-10-16,70,6,임영웅│아임 히어로 더 스타디움,2024-08-28,6852,333876,48,105,0.0474,0.007,0.0072
2024-10-16,70,7,와일드 로봇,2024-10-01,6370,457656,456,696,0.0441,0.0463,0.0686
2024-10-16,70,8,"하이라이트: 라이츠 고 온, 어게인 인 시네마",2024-10-16,5289,5289,86,237,0.0366,0.0158,0.0129
2024-10-16,70,9,노트북,2004-11-26,4878,735839,357,563,0.0337,0.0375,0.0537
2024-10-16,70,10,엘리자벳: 더 뮤지컬 라이브,2024-10-16,2659,3037,18,72,0.0184,0.0048,0.0027
2024-10-17,71,1,보통의 가족,2024-10-16,30191,82825,1029,3778,0.2688,0.2526,0.1489
2024-10-17,71,2,더러운 돈에 손대지 마라,2024-10-17,15711,17056,796,2302,0.1399,0.1539,0.1152
2024-10-17,71,3,베테랑2,2024-09-13,12296,7366156,705,1775,0.1095,0.1187,0.102
2024-10-17,71,4,대도시의 사랑법,2024-10-01,10831,564996,653,1622,0.0964,0.1085,0.0945
2024-10-17,71,5,스마일 2,2024-10-16,5186,13665,493,980,0.0462,0.0655,0.0714
2024-10-17,71,6,와일드 로봇,2024-10-01,4701,462357,385,531,0.0419,0.0355,0.0557
2024-10-17,71,7,노트북,2004-11-26,3799,739638,324,465,0.0338,0.0311,0.0469
2024-10-17,71,8,엘리자벳: 더 뮤지컬 라이브,2024-10-16,3573,6610,121,241,0.0318,0.0161,0.0175
2024-10-17,71,9,임영웅│아임 히어로 더 스타디움,2024-08-28,3342,337218,47,100,0.0298,0.0067,0.0068
2024-10-17,71,10,조커: 폴리 아 되,2024-10-01,2141,596063,290,353,0.0191,0.0236,0.042
2024-10-18,72,1,보통의 가족,2024-10-16,46599,129424,1071,4108,0.2957,0.2564,0.145
2024-10-18,72,2,베테랑2,2024-09-13,20909,7387065,787,2017,0.1327,0.1259,0.1066
2024-10-18,72,3,대도시의 사랑법,2024-10-01,15941,580937,720,1816,0.1012,0.1133,0.0975
2024-10-18,72,4,더러운 돈에 손대지 마라,2024-10-17,15834,32890,772,2197,0.1005,0.1371,0.1045
2024-10-18,72,5,와일드 로봇,2024-10-01,10949,473306,481,694,0.0695,0.0433,0.0651
2024-10-18,72,6,스마일 2,2024-10-16,5874,19539,485,950,0.0373,0.0593,0.0657
2024-10-18,72,7,노트북,2004-11-26,5706,745344,349,497,0.0362,0.031,0.0473
2024-10-18,72,8,조커: 폴리 아 되,2024-10-01,3514,599577,319,403,0.0223,0.0252,0.0432
2024-10-18,72,9,엘리자벳: 더 뮤지컬 라이브,2024-10-16,2903,9513,125,243,0.0184,0.0152,0.0169
2024-10-18,72,10,6시간 후 너는 죽는다,2024-10-16,2669,26500,229,375,0.0169,0.0234,0.031
2024-10-19,73,1,보통의 가족,2024-10-16,86867,216291,1068,4187,0.318,0.2328,0.1294
2024-10-19,73,2,와일드 로봇,2024-10-01,32353,505659,791,1768,0.1184,0.0983,0.0958
2024-10-19,73,3,대도시의 사랑법,2024-10-01,30760,611697,780,2025,0.1126,0.1126,0.0945
2024-10-19,73,4,베테랑2,2024-09-13,29395,7416460,770,2122,0.1076,0.118,0.0933
2024-10-19,73,5,더러운 돈에 손대지 마라,2024-10-17,16687,49577,747,2030,0.0611,0.1129,0.0905
2024-10-19,73,6,노트북,2004-11-26,10268,755612,363,529,0.0376,0.0294,0.044
2024-10-19,73,7,스마일 2,2024-10-16,8916,28455,498,945,0.0326,0.0526,0.0603
2024-10-19,73,8,엘리자벳: 더 뮤지컬 라이브,2024-10-16,5017,14530,129,268,0.0184,0.0149,0.0156
2024-10-19,73,9,아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,4105,8406,64,122,0.015,0.0068,0.0078
2024-10-19,73,10,6시간 후 너는 죽는다,2024-10-16,3924,30424,233,380,0.0144,0.0211,0.0282
2024-10-20,74,1,보통의 가족,2024-10-16,73432,289723,1087,4075,0.3036,0.2334,0.132
2024-10-20,74,2,와일드 로봇,2024-10-01,31308,536967,780,1747,0.1295,0.1001,0.0947
2024-10-20,74,3,대도시의 사랑법,2024-10-01,26542,638239,776,2004,0.1097,0.1148,0.0942
2024-10-20,74,4,베테랑2,2024-09-13,25098,7441558,773,2050,0.1038,0.1174,0.0939
2024-10-20,74,5,더러운 돈에 손대지 마라,2024-10-17,14296,63873,729,1879,0.0591,0.1076,0.0885
2024-10-20,74,6,노트북,2004-11-26,10923,766535,377,550,0.0452,0.0315,0.0458
2024-10-20,74,7,스마일 2,2024-10-16,6501,34956,490,883,0.0269,0.0506,0.0595
2024-10-20,74,8,아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,6043,14449,70,128,0.025,0.0073,0.0085
2024-10-20,74,9,엘리자벳: 더 뮤지컬 라이브,2024-10-16,4461,18991,129,257,0.0184,0.0147,0.0157
2024-10-20,74,10,사랑의 하츄핑,2024-08-07,4306,1222520,249,294,0.0178,0.0168,0.0302
2024-10-21,75,1,보통의 가족,2024-10-16,24513,314236,970,3496,0.3227,0.2659,0.1521
2024-10-21,75,2,대도시의 사랑법,2024-10-01,10207,648446,665,1725,0.1344,0.1312,0.1042
2024-10-21,75,3,베테랑2,2024-09-13,8491,7450049,693,1698,0.1118,0.1291,0.1086
2024-10-21,75,4,더러운 돈에 손대지 마라,2024-10-17,5017,68890,590,1414,0.066,0.1075,0.0925
2024-10-21,75,5,와일드 로봇,2024-10-01,3491,540458,389,567,0.046,0.0431,0.061
2024-10-21,75,6,노트북,2004-11-26,3309,769844,351,494,0.0436,0.0376,0.055
2024-10-21,75,7,스마일 2,2024-10-16,3107,38063,416,703,0.0409,0.0535,0.0652
2024-10-21,75,8,6시간 후 너는 죽는다,2024-10-16,1552,35135,192,307,0.0204,0.0233,0.0301
2024-10-21,75,9,임영웅│아임 히어로 더 스타디움,2024-08-28,1435,347724,48,97,0.0189,0.0074,0.0075
2024-10-21,75,10,조커: 폴리 아 되,2024-10-01,1214,607550,252,295,0.016,0.0224,0.0395
2024-10-22,76,1,보통의 가족,2024-10-16,29786,344022,1019,3661,0.2965,0.2634,0.1492
2024-10-22,76,2,베테랑2,2024-09-13,11133,7461182,716,1800,0.1108,0.1295,0.1048
2024-10-22,76,3,대도시의 사랑법,2024-10-01,10805,659251,695,1770,0.1076,0.1273,0.1018
2024-10-22,76,4,더러운 돈에 손대지 마라,2024-10-17,6362,75252,626,1468,0.0633,0.1056,0.0917
2024-10-22,76,5,와일드 로봇,2024-10-01,4765,545223,434,616,0.0474,0.0443,0.0636
2024-10-22,76,6,노트북,2004-11-26,4661,774505,390,551,0.0464,0.0396,0.0571
2024-10-22,76,7,아마존 활명수,2024-10-30,3814,3814,11,13,0.038,0.0009,0.0016
2024-10-22,76,8,스마일 2,2024-10-16,3434,41497,440,738,0.0342,0.0531,0.0644
2024-10-22,76,9,임영웅│아임 히어로 더 스타디움,2024-08-28,2491,350215,51,104,0.0248,0.0075,0.0075
2024-10-22,76,10,파일럿,2024-07-31,2117,4710803,14,17,0.0211,0.0012,0.0021
2024-10-23,77,1,베놈: 라스트 댄스,2024-10-23,127645,129139,1656,7484,0.6239,0.4641,0.2481
2024-10-23,77,2,보통의 가족,2024-10-16,20635,364657,810,2514,0.1009,0.1559,0.1213
2024-10-23,77,3,대도시의 사랑법,2024-10-01,9857,669108,579,1080,0.0482,0.067,0.0867
2024-10-23,77,4,베테랑2,2024-09-13,5010,7466192,469,846,0.0245,0.0525,0.0703
2024-10-23,77,5,오후 네시,2024-10-23,3357,3731,230,321,0.0164,0.0199,0.0345
2024-10-23,77,6,아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,3086,18406,61,86,0.0151,0.0053,0.0091
2024-10-23,77,7,더러운 돈에 손대지 마라,2024-10-17,2926,78178,384,535,0.0143,0.0332,0.0575
2024-10-23,77,8,아마존 활명수,2024-10-30,2911,6725,14,14,0.0142,0.0009,0.0021
2024-10-23,77,9,와일드 로봇,2024-10-01,2886,548109,220,271,0.0141,0.0168,0.033
